epoch,loss,val_loss
0,1.4117181321633034,0.9751744955023632
1,0.8121816189824671,0.38708668136143987
2,0.6521520266660313,0.6946511396878883
3,1.039788974462536,1.0356854954852333
4,0.9900121548469516,0.30930992677996433
5,0.5186306870933892,0.2488178839034672
6,0.37454917258920445,0.2757225828834727
7,0.4171537303946156,0.29215234631224524
8,0.3518228378835256,0.2603160271161719
9,0.309974925821998,0.43522038494672954
10,0.42124708048135473,0.6289616161132161
11,1.1683778911255354,0.5369978217007239
12,0.42682988251613424,0.3364360605048228
13,0.37726487347559223,0.3557508780231959
14,0.3127026036584183,0.3551585879412633
15,0.22557504473766987,0.30466822480570666
16,0.15083670095824028,0.3751371094626905
17,0.22584019051324847,0.3253667369437746
18,0.2788178877781847,0.7866467912740345
19,0.3560937253282382,1.8868082105358945
20,0.4450158225777357,0.46393224226805985
21,0.29117537770872476,0.38736090156002134
22,0.19166790039794843,0.3218410207500941
23,0.16626275877617602,0.4473661426101116
24,0.22984248786435826,0.33478141092707087
25,0.10995745213965522,0.5000032275514323
26,0.10420260123126592,0.3640370973138304
27,0.06821007971302606,0.5445704328609465
28,0.4340260016303375,1.043090517337941
29,0.7859844696814315,0.6061141569450309
30,0.5914470212166265,0.47332531779627257
31,0.1961094907272364,0.6299898172433995
32,0.10256749320778645,0.4906989467342066
33,0.1293040684753235,0.46891649838984956
34,0.10492216243880609,0.6211429121373575
35,0.1143364071037016,0.7290859823763559
36,0.14907983448801385,0.39256933801866406
37,0.054844022370820894,0.4653780522927217
38,0.06429532060586929,0.8371953244580403
39,0.660715103880806,0.6861467217625696
40,0.18449649350182828,0.3931410071216052
41,0.24450655075668237,0.595800729444887
42,0.4212562859917681,0.9441673316922086
43,0.679486329795074,0.5837223229906227
44,0.2808232082680806,0.5413808678807337
45,0.14404721422318328,0.5999435307914863
46,0.15839288853253558,0.376497679406223
47,0.08349286476584604,0.4791254172001411
48,0.03930980495198932,0.409350334341738
49,0.03950323181798309,0.7101830025896123
50,0.05481719582377886,0.5455481487965872
51,0.3173259113444384,0.7630264523786882
52,0.16404049352678632,1.4624616956173242
53,0.175111582460596,0.5988022889941931
54,0.15034402483961198,0.4697592492065027
55,0.035785226387973955,0.41828146931432375
56,0.16032042720633113,0.6377070709308491
57,0.22363724069014163,0.5812278676337284
58,0.06788453258796716,0.7337424906112159
59,0.0846266022562159,0.7241685783742526
60,0.123572224124978,0.8048410494635
61,0.2678205355224908,1.1986905034584334
62,0.13998722294228055,0.6909371479725244
63,0.048119302300199125,0.598291063688613
64,0.022067221926234934,0.5760696886337209
65,0.04349312505425514,0.7510287245195171
66,0.02621436290241385,0.6107644559278809
67,0.015096697278960968,0.6197700698666025
68,0.026453802274084184,0.6416009503293855
69,0.012052477924591135,0.6260079284624271
70,0.012068503783993944,0.7122887528698408
71,0.047993783787550114,0.9787433341729802
72,0.10204296148657559,1.2130921459638904
73,0.13387062402070232,0.6955588021420583
74,0.028233162302690934,0.7965805367154034
75,0.5821513681986141,1.6528521426164993
76,0.8998924439809375,1.552153082234384
77,0.8198467234153964,1.0603169390189024
78,0.5617517535115769,0.8186300760135055
79,0.2993466034241132,1.0729508105653656
80,0.38766092765581567,1.09456023699464
81,0.1722943146702507,1.2243517765987524
82,0.26548468324049235,1.342828744598016
83,0.28023963054903583,1.2676654509327645
84,0.2937424104633979,1.2345979434402683
85,0.12816804527474102,0.9053290135365664
86,0.060952745308160985,0.7719891762060314
87,0.16470051413808914,1.1165367965173871
88,0.8819543264168115,1.9375498663645851
89,0.28259714085897547,0.938898295635664
90,0.16669158280796104,0.6403695226645486
91,0.03621410143128694,0.8528805544181385
92,0.09964453061438426,0.804896495691088
93,0.12668681853050248,0.5752223797608167
94,0.04053621162290875,0.6209233684989894
95,0.028138277404813696,0.6658831742511844
96,0.03634000559420529,0.9243913364413937
97,0.024203316975422735,0.7657077328135816
98,0.028442870647401596,0.6520661038193333
99,0.09117308643447794,0.5353886524168001
100,0.07641901732071482,0.8161207875620008
101,0.010652211822021867,0.6689695932318845
102,0.007422200969557943,0.630422794784322
103,0.005126842901048527,0.6156443647061817
104,0.00464238242185057,0.658935338418538
105,0.022395100240400548,0.7100618229213737
106,0.002393240329479402,0.7035264342612899
107,0.0068785430586329075,0.6216974990336295
108,0.006256520177012466,0.6001192227258683
109,0.0011620581256773096,0.5949307432305363
110,0.0010723583751755486,0.5859418586307261
111,0.0011267317993287054,0.5885883738734219
112,0.0006410239070956086,0.5833023773327424
113,0.02065117423833737,0.8665669895234243
114,0.2903753956076239,2.331540309318759
115,6.805330803050943,9.431443709361401
116,10.413983075947002,10.417786791354795
117,11.293773829073146,10.813406358791303
118,11.186259506405264,11.017432665523094
119,10.581631152526192,11.119445788709424
120,11.037391701038333,11.119445849068557
121,11.537890845450802,11.527498842794683
122,11.008192271426104,11.527498842794683
123,10.768000000196954,10.915419210361529
124,10.691627221262973,10.609379388109039
125,10.659418859343598,10.609379388109039
126,10.777623368778091,10.405352833904798
127,10.491397895674774,10.303339740898036
128,10.453402745982874,10.813406081139286
129,10.453403234481812,10.813406081139286
130,10.482602180346198,10.813406081139286
131,10.453402716180552,10.813406081139286
132,10.366039623384891,10.609379563150526
133,10.2490065369917,10.609379563150526
134,10.31662462932476,10.583865672727175
135,10.57939726891725,10.405352912371672
136,10.628599412631297,10.405352900299844
137,10.312298849009085,10.507366186455835
138,10.1855616008026,11.221459062793587
139,10.628599318905152,11.128237881237947
140,10.686998281357944,11.12746099882488
141,10.570200432901798,11.127460727208778
142,10.628599434227183,11.127460727208778
143,10.71619775891304,11.127460727208778
144,10.628599422565404,11.127460727208778
145,10.62859939146733,11.127460727208778
146,10.631097499875056,10.813406038887893
147,9.665017578912819,10.507366156276268
148,9.635818061621293,10.507366156276268
149,9.78181535091953,10.507366156276268
150,9.781815379858017,10.507366156276268
