COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,RAW_CQ,GYROX,GYROY,MARKER,SYNC,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4,CQ_CMS,CQ_DRL
84.0,0.0,4193.846153846155,4165.128205128207,4198.97435897436,4180.000000000002,4194.871794871797,4130.769230769232,4176.410256410258,4177.435897435899,4185.128205128207,4184.102564102565,3803.589743589745,4216.410256410258,4119.487179487181,4152.307692307694,861.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85.0,0.0,4186.153846153848,4155.897435897437,4213.333333333335,4182.051282051283,4197.435897435899,4105.641025641027,4168.71794871795,4156.410256410258,4170.256410256412,4184.102564102565,3968.2051282051298,4204.102564102565,4127.179487179489,4137.435897435899,45.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86.0,0.0,4188.20512820513,4152.8205128205145,4176.410256410258,4189.23076923077,4180.000000000002,4109.23076923077,4158.46153846154,4151.282051282053,4169.23076923077,4184.102564102565,4067.692307692309,4206.153846153848,4145.128205128207,4155.897435897437,855.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87.0,0.0,4190.256410256412,4158.97435897436,4143.589743589745,4188.20512820513,4165.128205128207,4127.692307692309,4160.512820512822,4168.71794871795,4184.615384615386,4184.102564102565,4030.256410256412,4213.846153846155,4140.512820512822,4175.897435897437,843.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88.0,0.0,4186.666666666668,4166.666666666668,4168.20512820513,4184.102564102565,4184.102564102565,4137.94871794872,4170.769230769232,4176.410256410258,4189.23076923077,4184.102564102565,4085.641025641027,4210.769230769232,4099.487179487181,4166.153846153848,861.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
89.0,0.0,4184.615384615386,4164.615384615386,4194.871794871797,4183.076923076925,4197.94871794872,4139.487179487181,4170.769230769232,4166.153846153848,4177.435897435899,4184.102564102565,4188.71794871795,4206.666666666668,4089.230769230771,4143.589743589745,45.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
90.0,0.0,4187.692307692309,4161.0256410256425,4184.615384615386,4175.897435897437,4184.615384615386,4137.435897435899,4162.564102564104,4164.102564102565,4167.692307692309,4184.102564102565,4132.307692307694,4211.794871794873,4087.692307692309,4158.97435897436,855.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,0.0,4185.128205128207,4157.94871794872,4176.410256410258,4170.256410256412,4181.538461538463,4143.076923076925,4162.051282051283,4172.8205128205145,4173.333333333335,4184.102564102565,4070.256410256412,4221.0256410256425,4064.615384615386,4177.435897435899,843.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,0.0,4175.897435897437,4148.20512820513,4169.23076923077,4168.71794871795,4181.538461538463,4151.794871794873,4163.589743589745,4168.71794871795,4182.564102564104,4184.102564102565,4191.282051282053,4208.71794871795,4122.051282051283,4125.128205128207,861.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.0,0.0,4176.923076923078,4145.641025641027,4169.23076923077,4170.256410256412,4186.153846153848,4154.871794871797,4169.23076923077,4165.641025641027,4182.564102564104,4184.102564102565,4290.256410256412,4198.46153846154,4190.769230769232,4094.8717948717963,45.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
