COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,RAW_CQ,GYROX,GYROY,MARKER,SYNC,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4,CQ_CMS,CQ_DRL
76.0,0.0,4129.23076923077,4154.3589743589755,4204.615384615386,4133.333333333335,4226.666666666668,4189.23076923077,4196.410256410258,4210.769230769232,4215.897435897437,4185.641025641027,4132.307692307694,4178.97435897436,4133.333333333335,4128.71794871795,854.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0
77.0,0.0,4130.256410256412,4154.3589743589755,4278.97435897436,4128.71794871795,4238.97435897436,4186.666666666668,4207.692307692309,4209.743589743592,4211.794871794873,4185.128205128207,4132.307692307694,4182.564102564104,4129.743589743592,4126.666666666668,311.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,4.0
78.0,0.0,4134.871794871797,4152.307692307694,4156.410256410258,4130.769230769232,4175.384615384617,4180.000000000002,4151.794871794873,4216.923076923078,4225.128205128207,4185.128205128207,4139.487179487181,4186.153846153848,4139.487179487181,4133.333333333335,860.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,4.0
79.0,0.0,4137.94871794872,4153.846153846155,4056.9230769230785,4138.97435897436,4141.538461538463,4183.076923076925,4128.71794871795,4223.589743589745,4231.794871794873,4185.641025641027,4145.128205128207,4187.692307692309,4146.153846153848,4139.487179487181,827.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,4.0
80.0,0.0,4144.102564102565,4159.487179487181,4122.564102564104,4141.538461538463,4178.46153846154,4188.20512820513,4156.923076923078,4215.384615384617,4221.0256410256425,4185.641025641027,4151.282051282053,4191.282051282053,4156.923076923078,4147.692307692309,854.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,4.0
81.0,0.0,4145.128205128207,4154.3589743589755,4209.23076923077,4136.410256410258,4213.333333333335,4183.589743589745,4185.128205128207,4207.179487179489,4213.333333333335,4185.128205128207,4146.153846153848,4184.102564102565,4161.0256410256425,4145.128205128207,311.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,4.0
82.0,0.0,4145.641025641027,4149.743589743592,4193.333333333335,4137.435897435899,4194.3589743589755,4182.564102564104,4175.384615384617,4212.307692307694,4223.589743589745,4184.615384615386,4148.20512820513,4191.282051282053,4167.179487179489,4146.666666666668,860.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,4.0
83.0,0.0,4148.71794871795,4152.307692307694,4093.333333333335,4143.076923076925,4149.743589743592,4192.8205128205145,4138.46153846154,4220.000000000002,4237.94871794872,4183.589743589745,4164.615384615386,4195.897435897437,4174.871794871797,4156.410256410258,827.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,4.0
84.0,0.0,4145.641025641027,4156.410256410258,4061.0256410256425,4141.538461538463,4151.282051282053,4197.94871794872,4127.692307692309,4220.512820512822,4232.307692307694,4184.615384615386,4161.0256410256425,4191.282051282053,4160.512820512822,4149.743589743592,854.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,4.0
85.0,0.0,4146.153846153848,4164.615384615386,4176.923076923078,4142.564102564104,4203.076923076925,4195.897435897437,4174.871794871797,4218.46153846154,4219.487179487181,4185.641025641027,4144.102564102565,4191.794871794873,4146.666666666668,4138.46153846154,311.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,4.0,4.0
