COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,RAW_CQ,GYROX,GYROY,MARKER,SYNC,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4,CQ_CMS,CQ_DRL
37.0,0.0,4227.692307692309,4328.71794871795,4214.871794871797,4169.23076923077,4189.23076923077,4197.435897435899,4180.000000000002,4178.97435897436,4163.076923076925,4184.102564102565,4155.384615384617,4217.94871794872,4230.256410256412,4210.256410256412,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38.0,0.0,4229.743589743592,4326.666666666668,4207.179487179489,4179.487179487181,4185.128205128207,4196.923076923078,4169.743589743592,4170.256410256412,4156.410256410258,4184.102564102565,4140.512820512822,4214.3589743589755,4225.641025641027,4206.666666666668,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39.0,0.0,4233.846153846155,4317.94871794872,4201.0256410256425,4182.051282051283,4183.076923076925,4198.97435897436,4177.94871794872,4179.487179487181,4165.641025641027,4186.153846153848,4134.3589743589755,4215.384615384617,4232.8205128205145,4215.384615384617,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40.0,0.0,4230.256410256412,4291.282051282053,4210.256410256412,4169.743589743592,4187.179487179489,4189.23076923077,4186.153846153848,4186.153846153848,4173.333333333335,4186.153846153848,4142.051282051283,4221.538461538463,4233.846153846155,4216.410256410258,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41.0,0.0,4215.897435897437,4273.333333333335,4200.000000000002,4170.256410256412,4185.641025641027,4182.051282051283,4177.94871794872,4184.615384615386,4169.743589743592,4184.102564102565,4142.564102564104,4211.282051282053,4222.051282051283,4194.871794871797,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42.0,0.0,4210.769230769232,4270.769230769232,4189.23076923077,4184.102564102565,4187.179487179489,4186.666666666668,4170.256410256412,4186.153846153848,4168.20512820513,4185.128205128207,4132.307692307694,4212.307692307694,4228.20512820513,4185.128205128207,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43.0,0.0,4214.3589743589755,4256.410256410258,4196.923076923078,4181.538461538463,4187.179487179489,4186.153846153848,4166.153846153848,4177.435897435899,4167.692307692309,4186.666666666668,4124.102564102565,4216.410256410258,4237.435897435899,4197.435897435899,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0.0,4213.846153846155,4227.692307692309,4203.076923076925,4176.410256410258,4184.102564102565,4183.076923076925,4164.615384615386,4169.23076923077,4165.641025641027,4185.128205128207,4127.179487179489,4215.384615384617,4221.538461538463,4205.641025641027,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,4210.769230769232,4209.23076923077,4200.000000000002,4189.23076923077,4185.641025641027,4188.71794871795,4172.307692307694,4178.97435897436,4169.23076923077,4189.743589743592,4141.538461538463,4220.000000000002,4217.435897435899,4204.102564102565,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0.0,4208.20512820513,4199.487179487181,4190.256410256412,4193.333333333335,4185.641025641027,4187.179487179489,4170.769230769232,4176.923076923078,4168.20512820513,4189.23076923077,4136.410256410258,4211.282051282053,4233.333333333335,4195.897435897437,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,4209.743589743592,4185.128205128207,4196.923076923078,4184.102564102565,4188.20512820513,4182.051282051283,4163.076923076925,4163.589743589745,4161.538461538463,4183.589743589745,4122.051282051283,4214.3589743589755,4235.897435897437,4194.871794871797,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
