COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,RAW_CQ,GYROX,GYROY,MARKER,SYNC,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4,CQ_CMS,CQ_DRL
43.0,0.0,4134.3589743589755,4105.641025641027,4165.128205128207,4170.769230769232,4185.641025641027,4214.3589743589755,4192.307692307694,4182.051282051283,4215.384615384617,4184.615384615386,4171.282051282053,4210.256410256412,4158.46153846154,4141.538461538463,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44.0,0.0,4150.256410256412,4119.487179487181,4170.769230769232,4178.46153846154,4184.102564102565,4215.897435897437,4193.333333333335,4183.589743589745,4216.410256410258,4185.641025641027,4181.0256410256425,4205.641025641027,4168.71794871795,4151.794871794873,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45.0,0.0,4165.641025641027,4125.641025641027,4176.923076923078,4182.564102564104,4186.666666666668,4215.897435897437,4184.615384615386,4184.102564102565,4215.897435897437,4185.128205128207,4187.692307692309,4208.71794871795,4178.46153846154,4162.051282051283,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46.0,0.0,4184.102564102565,4129.23076923077,4181.0256410256425,4184.615384615386,4184.615384615386,4211.794871794873,4181.538461538463,4182.051282051283,4214.3589743589755,4185.641025641027,4191.794871794873,4207.179487179489,4186.666666666668,4179.487179487181,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47.0,0.0,4219.487179487181,4141.0256410256425,4196.410256410258,4196.923076923078,4186.666666666668,4211.794871794873,4185.128205128207,4184.102564102565,4212.8205128205145,4187.179487179489,4200.000000000002,4208.71794871795,4201.0256410256425,4200.000000000002,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48.0,0.0,4249.23076923077,4157.94871794872,4208.20512820513,4204.102564102565,4187.692307692309,4211.794871794873,4183.589743589745,4185.128205128207,4207.692307692309,4185.128205128207,4202.564102564104,4211.282051282053,4214.871794871797,4214.3589743589755,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49.0,0.0,4266.153846153848,4169.743589743592,4210.256410256412,4202.564102564104,4185.641025641027,4206.153846153848,4181.538461538463,4183.589743589745,4204.102564102565,4184.102564102565,4200.512820512822,4210.769230769232,4219.487179487181,4226.666666666668,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50.0,0.0,4277.94871794872,4165.128205128207,4217.94871794872,4208.71794871795,4185.641025641027,4207.692307692309,4186.153846153848,4178.46153846154,4203.589743589745,4186.153846153848,4202.051282051283,4216.923076923078,4217.94871794872,4234.871794871797,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51.0,0.0,4281.0256410256425,4149.23076923077,4224.615384615386,4216.410256410258,4184.615384615386,4213.333333333335,4188.71794871795,4170.769230769232,4201.0256410256425,4185.641025641027,4198.46153846154,4211.282051282053,4216.923076923078,4236.923076923078,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52.0,0.0,4284.102564102565,4156.923076923078,4230.256410256412,4219.487179487181,4187.692307692309,4207.179487179489,4183.589743589745,4169.743589743592,4200.000000000002,4184.615384615386,4199.487179487181,4212.8205128205145,4221.538461538463,4246.666666666668,0.0,2047.0,2048.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
