COUNTER,INTERPOLATED,AF3,F7,F3,FC5,T7,P7,O1,O2,P8,T8,FC6,F4,F8,AF4,RAW_CQ,GYROX,GYROY,MARKER,SYNC,CQ_AF3,CQ_F7,CQ_F3,CQ_FC5,CQ_T7,CQ_P7,CQ_O1,CQ_O2,CQ_P8,CQ_T8,CQ_FC6,CQ_F4,CQ_F8,CQ_AF4,CQ_CMS,CQ_DRL
90.0,0.0,4201.0256410256425,4246.153846153848,4190.256410256412,4140.000000000002,4189.743589743592,4168.20512820513,3925.641025641027,4186.666666666668,4182.051282051283,4193.846153846155,4186.153846153848,4224.615384615386,4220.512820512822,4210.769230769232,862.0,2043.0,2035.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91.0,0.0,4177.94871794872,4246.666666666668,4183.076923076925,4143.076923076925,4189.23076923077,4169.743589743592,4008.71794871795,4190.769230769232,4189.23076923077,4201.0256410256425,4189.743589743592,4218.46153846154,4227.692307692309,4205.128205128207,819.0,2045.0,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
92.0,0.0,4163.076923076925,4247.692307692309,4185.128205128207,4154.3589743589755,4191.282051282053,4174.871794871797,4103.076923076925,4190.769230769232,4187.179487179489,4193.846153846155,4187.179487179489,4217.94871794872,4219.487179487181,4204.102564102565,854.0,2046.0,2037.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93.0,0.0,4169.23076923077,4249.743589743592,4188.20512820513,4152.307692307694,4187.179487179489,4180.000000000002,4101.0256410256425,4196.410256410258,4182.051282051283,4188.20512820513,4184.102564102565,4220.512820512822,4213.846153846155,4205.128205128207,850.0,2048.0,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94.0,0.0,4165.641025641027,4245.641025641027,4180.000000000002,4140.000000000002,4188.20512820513,4176.410256410258,4152.8205128205145,4202.564102564104,4184.615384615386,4197.94871794872,4183.589743589745,4215.897435897437,4216.923076923078,4200.000000000002,862.0,2050.0,2039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95.0,0.0,4159.487179487181,4243.589743589745,4180.000000000002,4139.487179487181,4190.769230769232,4171.282051282053,4327.692307692309,4200.512820512822,4190.769230769232,4202.051282051283,4191.794871794873,4215.897435897437,4222.051282051283,4198.46153846154,819.0,2051.0,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
96.0,0.0,4167.692307692309,4246.153846153848,4184.615384615386,4143.589743589745,4187.692307692309,4172.8205128205145,4341.538461538463,4196.923076923078,4189.23076923077,4196.923076923078,4194.3589743589755,4218.97435897436,4223.076923076925,4201.538461538463,854.0,2051.0,2039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
97.0,0.0,4168.71794871795,4239.487179487181,4178.46153846154,4142.051282051283,4188.71794871795,4173.333333333335,4207.179487179489,4194.871794871797,4184.615384615386,4198.97435897436,4186.666666666668,4215.384615384617,4218.46153846154,4199.487179487181,850.0,2051.0,2040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
98.0,0.0,4163.589743589745,4231.282051282053,4175.897435897437,4142.051282051283,4188.71794871795,4172.307692307694,4214.871794871797,4194.3589743589755,4189.23076923077,4198.46153846154,4191.282051282053,4216.410256410258,4218.46153846154,4200.512820512822,862.0,2052.0,2039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
99.0,0.0,4163.076923076925,4232.307692307694,4181.0256410256425,4144.615384615386,4190.256410256412,4177.435897435899,4290.256410256412,4193.846153846155,4189.743589743592,4188.20512820513,4191.282051282053,4215.897435897437,4216.923076923078,4195.897435897437,819.0,2053.0,2039.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
